FLBR id 'ur_VA00030_1961' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 585127.140569 flbr
FLBR id 'ur_VA00030_1962' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3061239.55515 flbr
FLBR id 'ur_VA00030_1963' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2247606.61239 flbr
FLBR id 'ur_VA00030_1964' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1035045.8484 flbr
FLBR id 'ur_VA00030_1965' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 377577.987297 flbr
FLBR id 'ur_VA00030_1966' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1587867.84044 flbr
FLBR id 'ur_VA00030_1970' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4695775.9509 flbr
FLBR id 'ur_VA00030_2132' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4940727.60033 flbr
FLBR id 'ur_VA00030_2138' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2302650.81122 flbr
FLBR id 'ur_VA00030_2139' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2330307.43301 flbr
FLBR id 'ur_VA00030_2144' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1419528.92645 flbr
FLBR id 'ur_VA00030_2146' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4322055.19167 flbr
FLBR id 'ur_VA00030_2147' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3011647.43604 flbr
FLBR id 'ur_VA00030_639' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3264460.9347 flbr
FLBR id 'ur_VA00030_732' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 645350.291906 flbr
FLBR id 'ur_VA00030_733' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2372325.30932 flbr
FLBR id 'ur_VA00030_734' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2059360.94569 flbr
FLBR id 'ur_VA00030_735' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3050004.51125 flbr
FLBR id 'ur_VA00030_736' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 875890.611626 flbr
FLBR id 'ur_VA00030_737' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3324835.79862 flbr
FLBR id 'ur_VA00030_738' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1916554.40287 flbr
FLBR id 'ur_VA00030_739' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2794011.1393 flbr
FLBR id 'ur_VA00030_740' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4036381.35978 flbr
FLBR id 'ur_VA00030_741' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2322358.52532 flbr
FLBR id 'ur_VA00030_742' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1670707.78404 flbr
FLBR id 'ur_VA00047_748' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1119734.01436 flbr
FLBR id 'ur_VA00047_749' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 621699.117456 flbr
FLBR id 'ur_VA00047_750' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1291674.39349 flbr
FLBR id 'ur_VA00047_789' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4124644.75744 flbr
FLBR id 'ur_VA00030_1285' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 906089.412217 flbr
FLBR id 'ur_VA00030_1290' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1513151.05381 flbr
FLBR id 'ur_VA00030_1349' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1816655.76253 flbr
FLBR id 'ur_VA00030_1350' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2329925.67531 flbr
FLBR id 'ur_VA00030_1351' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1686523.41001 flbr
FLBR id 'ur_VA00030_1352' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1971472.54318 flbr
FLBR id 'ur_VA00030_1353' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3151747.04449 flbr
FLBR id 'ur_VA00030_1354' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2382302.49347 flbr
FLBR id 'ur_VA00030_1355' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2204199.8622 flbr
FLBR id 'ur_VA00030_1357' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3785818.44327 flbr
FLBR id 'ur_VA00030_1656' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 435901.051937 flbr
FLBR id 'ur_VA00030_1657' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1544704.49841 flbr
FLBR id 'ur_VA00030_1658' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2376280.24817 flbr
FLBR id 'ur_VA00030_1659' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2729235.55193 flbr
FLBR id 'ur_VA00030_1660' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4236119.84428 flbr
FLBR id 'ur_VA00030_1661' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1565614.06861 flbr
FLBR id 'ur_VA00030_1664' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1659539.0179 flbr
FLBR id 'ur_VA00030_1665' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2676132.34059 flbr
FLBR id 'ur_VA00030_1928' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3050376.02051 flbr
FLBR id 'ur_VA00030_1929' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4299080.26758 flbr
FLBR id 'ur_VA00030_1938' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3652169.67941 flbr
FLBR id 'ur_VA00030_1939' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 997454.789174 flbr
FLBR id 'ur_VA00030_1940' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4420460.13045 flbr
FLBR id 'ur_VA00030_1941' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 825496.431129 flbr
FLBR id 'ur_VA00030_1942' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1321105.23979 flbr
FLBR id 'ur_VA00030_1943' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2580511.76263 flbr
FLBR id 'ur_VA00030_1972' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1483567.62577 flbr
FLBR id 'ur_VA00030_1973' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2063929.62018 flbr
FLBR id 'ur_VA00030_1974' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2821968.03817 flbr
FLBR id 'ur_VA00030_1975' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1652850.90121 flbr
FLBR id 'ur_VA00030_2091' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1211782.88208 flbr
FLBR id 'ur_VA00030_2098' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 716085.224001 flbr
FLBR id 'ur_VA00030_2149' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 728851.211108 flbr
FLBR id 'ur_VA00030_2150' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1202519.83808 flbr
FLBR id 'ur_VA00030_2151' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 851516.614596 flbr
FLBR id 'ur_VA00030_2152' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 6430870.62923 flbr
FLBR id 'ur_VA00030_2153' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3420293.06072 flbr
FLBR id 'ur_VA00030_2154' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1026870.64707 flbr
FLBR id 'ur_VA00030_2155' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 5159970.75476 flbr
FLBR id 'ur_VA00030_2240' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3850726.00673 flbr
FLBR id 'ur_VA00030_2071' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 579092.913009 flbr
FLBR id 'ur_VA00030_176' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4176358.7168 flbr
FLBR id 'ur_VA00030_177' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3338417.5197 flbr
FLBR id 'ur_VA00030_1967' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3909134.09265 flbr
FLBR id 'ur_VA00030_1968' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1524896.62092 flbr
FLBR id 'ur_VA00030_1969' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1193400.86032 flbr
FLBR id 'ur_VA00030_2131' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1822850.79335 flbr
FLBR id 'ur_VA00030_2133' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3685727.72762 flbr
FLBR id 'ur_VA00030_2134' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1220293.81469 flbr
FLBR id 'ur_VA00030_2135' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 786316.487803 flbr
FLBR id 'ur_VA00030_2136' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3167606.29951 flbr
FLBR id 'ur_VA00030_2140' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2168961.87577 flbr
FLBR id 'ur_VA00030_2141' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2444689.48523 flbr
FLBR id 'ur_VA00030_2142' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2586135.41896 flbr
FLBR id 'ur_VA00030_2145' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4339286.82238 flbr
FLBR id 'ur_VA00030_633' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3228126.88509 flbr
FLBR id 'ur_VA00030_638' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4660971.76697 flbr
FLBR id 'ur_VA00030_640' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1918893.82283 flbr
FLBR id 'ur_VA00030_1340' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 656280.550481 flbr
FLBR id 'ur_VA00030_1341' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1082403.64443 flbr
FLBR id 'ur_VA00030_1342' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1101714.34493 flbr
FLBR id 'ur_VA00030_1364' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 584046.737634 flbr
FLBR id 'ur_VA00030_1365' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2795107.20396 flbr
FLBR id 'ur_VA00030_1607' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1583216.566 flbr
FLBR id 'ur_VA00030_1608' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1387477.15729 flbr
FLBR id 'ur_VA00030_1611' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4540787.55622 flbr
FLBR id 'ur_VA00030_1612' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 4309361.59376 flbr
FLBR id 'ur_VA00030_1613' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1388489.32065 flbr
FLBR id 'ur_VA00030_1614' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1215238.10704 flbr
FLBR id 'ur_VA00030_1615' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 750819.679851 flbr
FLBR id 'ur_VA00030_1662' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2759741.22148 flbr
FLBR id 'ur_VA00030_1663' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2481817.50957 flbr
FLBR id 'ur_VA00030_1971' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2980413.7376 flbr
FLBR id 'ur_VA00030_2069' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 587978.201871 flbr
FLBR id 'ur_VA00030_2070' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 511604.972269 flbr
FLBR id 'ur_VA00030_2072' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2559018.28551 flbr
FLBR id 'ur_VA00030_2073' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1435842.48532 flbr
FLBR id 'ur_VA00030_2074' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3135343.03529 flbr
FLBR id 'ur_VA00030_2148' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 929252.190458 flbr
FLBR id 'ur_VA00030_2156' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1161366.78753 flbr
FLBR id 'ur_VA00030_2157' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2653414.53865 flbr
FLBR id 'ur_VA00030_2158' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3927049.61646 flbr
FLBR id 'ur_VA00030_2159' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 1657650.47147 flbr
FLBR id 'ur_VA00030_2160' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 2959540.32761 flbr
FLBR id 'ur_VA00030_2161' sc 0 lt 0 dc lt 7 ir  0 ms 'Station2' ii  0 ar 3271040.35733 flbr
FLBR id 'ur_GPG00168a_83' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3066134.49598 flbr
FLBR id 'ur_GPG00188_84' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2240240.20386 flbr
FLBR id 'ur_GPG00168a_85' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 4574825.2482 flbr
FLBR id 'ur_GPG00188_86' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1644960.56443 flbr
FLBR id 'ur_GPG00201_87' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3320929.10437 flbr
FLBR id 'ur_GPG00188_88' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1591938.04202 flbr
FLBR id 'ur_GPG00202_89' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1623958.34654 flbr
FLBR id 'ur_GPG00202_90' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3716549.24373 flbr
FLBR id 'ur_GPG00168a_91' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 4344210.86975 flbr
FLBR id 'ur_VA00046_92' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 654301.126109 flbr
FLBR id 'ur_GPG00199a_93' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 5343888.10983 flbr
FLBR id 'ur_GPG00199a_94' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2864265.51435 flbr
FLBR id 'ur_GPG00199a_209' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1012680.59307 flbr
FLBR id 'ur_GPG00190a_239' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2119155.79776 flbr
FLBR id 'ur_GPG00190a_240' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 4983188.39803 flbr
FLBR id 'ur_GPG00190a_241' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2611319.72666 flbr
FLBR id 'ur_VA00041_273' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 5242172.81386 flbr
FLBR id 'ur_GPG00186_274' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 591857.749838 flbr
FLBR id 'ur_GPG00186_275' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 579540.1175 flbr
FLBR id 'ur_VA00042_276' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3209570.07473 flbr
FLBR id 'ur_GPG00168a_1946' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1357787.78955 flbr
FLBR id 'ur_GPG00168a_1947' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1082282.91976 flbr
FLBR id 'ur_GPG00169_1948' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1268633.14792 flbr
FLBR id 'ur_GPG00208_1949' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2180884.01948 flbr
FLBR id 'ur_GPG00169_1950' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2350665.9546 flbr
FLBR id 'ur_GPG00191_1951' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2007248.15226 flbr
FLBR id 'ur_GPG00169_1953' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 795869.70282 flbr
FLBR id 'ur_GPG00169_1955' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 590197.417602 flbr
FLBR id 'ur_GPG00169_1956' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 829233.64012 flbr
FLBR id 'ur_GPG00169_1958' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 814043.304278 flbr
FLBR id 'ur_GPG00169_1959' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 974799.678185 flbr
FLBR id 'ur_GPG00169_1960' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 563340.32056 flbr
FLBR id 'ur_GPG00202_364' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1573305.23905 flbr
FLBR id 'ur_VA00042_368' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3758644.21412 flbr
FLBR id 'ur_VA00042_369' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1425149.66564 flbr
FLBR id 'ur_VA00042_370' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2915893.42799 flbr
FLBR id 'ur_GPG00184_382' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1435843.7468 flbr
FLBR id 'ur_GPG00184_383' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2403750.10579 flbr
FLBR id 'ur_GPG00187a_508' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2936020.57623 flbr
FLBR id 'ur_GPG00168a_509' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 4064525.82275 flbr
FLBR id 'ur_GPG00185a_510' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2814592.19479 flbr
FLBR id 'ur_GPG00187a_511' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3005154.9984 flbr
FLBR id 'ur_GPG00168a_512' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3137689.80032 flbr
FLBR id 'ur_GPG00168a_513' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1308935.30099 flbr
FLBR id 'ur_GPG00168a_514' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2256197.86184 flbr
FLBR id 'ur_GPG00168a_515' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1679958.42161 flbr
FLBR id 'ur_GPG00168a_516' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3694335.80319 flbr
FLBR id 'ur_GPG00168a_517' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3433558.3028 flbr
FLBR id 'ur_GPG00168a_518' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1543361.95238 flbr
FLBR id 'ur_GPG00168a_519' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3335621.07292 flbr
FLBR id 'ur_GPG00168a_520' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2169587.73815 flbr
FLBR id 'ur_GPG00168a_521' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2816035.25159 flbr
FLBR id 'ur_GPG00168a_522' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 4777115.81926 flbr
FLBR id 'ur_GPG00168a_523' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2554255.63083 flbr
FLBR id 'ur_GPG00168a_524' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1140250.393 flbr
FLBR id 'ur_GPG00199a_525' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3708379.20779 flbr
FLBR id 'ur_GPG00199a_526' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3109349.18038 flbr
FLBR id 'ur_GPG00199a_527' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 4097380.60345 flbr
FLBR id 'ur_GPG00199a_528' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3524064.39033 flbr
FLBR id 'ur_GPG00199a_688' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 4511738.78328 flbr
FLBR id 'ur_GPG00207_689' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1348963.53535 flbr
FLBR id 'ur_GPG00204_690' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1669778.05292 flbr
FLBR id 'ur_GPG00199a_691' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 772322.448593 flbr
FLBR id 'ur_GPG00204_692' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2915727.98907 flbr
FLBR id 'ur_GPG00204_693' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2596569.17828 flbr
FLBR id 'ur_GPG00190a_743' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2278104.55054 flbr
FLBR id 'ur_GPG00190a_744' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3067443.95414 flbr
FLBR id 'ur_GPG00190a_745' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1045891.01108 flbr
FLBR id 'ur_GPG00190a_746' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2086995.29828 flbr
FLBR id 'ur_GPG00190a_747' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2739736.27271 flbr
FLBR id 'ur_GPG00190a_751' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1315753.60016 flbr
FLBR id 'ur_GPG00190a_752' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2663402.42654 flbr
FLBR id 'ur_VA00041_788' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 5418221.84066 flbr
FLBR id 'ur_GPG00189_790' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 547087.166877 flbr
FLBR id 'ur_GPG00168a_791' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1756522.21112 flbr
FLBR id 'ur_VA00041_792' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 3856836.73579 flbr
FLBR id 'ur_VA00042_793' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 1140499.79952 flbr
FLBR id 'ur_GPG00169_794' sc 0 lt 0 dc lt 7 ir  0 ms 'Station1' ii  0 ar 2009748.07608 flbr
